Status,ID,Application_order,Previous_qualification_grade,Admission_grade,Age_at_enrollment,Curricular_units_credited,Curricular_units_approved,Curricular_units_enrolled,Curricular_units_evaluations,Curricular_units_without_evaluations,Curricular_units_grade,Marital_status,Application_mode,Course,Daytime_evening_attendance,Previous_qualification,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder
Graduate,1441,1,115.0,134.3,25,30,34,34,41,0,11.833333333333332,Single,General Continent,Design and Creativity,1,02,02,02,Unskilled Workers,Unskilled Workers,0,1,1,0
Graduate,1442,6,125.0,120.5,18,0,12,12,12,0,14.333333333333332,Single,General Continent,Agriculture and Environtment,1,02,02,02,Administrative Staff,Intermediate Level Technicians and Professions,0,1,1,0
Dropout,1443,1,170.0,144.1,26,0,0,12,18,0,0.0,Single,General Continent,Agriculture and Environtment,1,02,02,05,Unskilled Workers,Service Workers and Sellers,1,0,1,0
Graduate,1444,1,140.0,100.0,34,0,10,10,11,0,13.816666666666666,Single,Transfer and Change,Social Services and Management,0,02,02,02,Agricultural and Forestry Workers,Agricultural and Forestry Workers,0,1,1,0
Dropout,1445,2,110.0,114.8,18,0,0,10,11,0,0.0,Single,General Continent,Agriculture and Environtment,1,02,05,02,Administrative Staff,Intermediate Level Technicians and Professions,0,0,1,0
Dropout,1446,1,114.0,111.9,18,0,0,0,0,0,0.0,Single,General Continent,Design and Creativity,1,02,03,02,Intermediate Level Technicians and Professions,Service Workers and Sellers,0,0,1,0
Dropout,1447,3,138.0,125.4,18,0,7,10,18,0,12.291666666666668,Single,General Continent,Technology and Engineering,1,02,02,02,Administrative Staff,Intermediate Level Technicians and Professions,0,1,1,1
Dropout,1448,1,140.0,140.0,20,0,6,12,24,0,12.583333333333332,Single,Other,Agriculture and Environtment,1,03,01,01,Unskilled Workers,Administrative Staff,0,1,1,0
Graduate,1449,1,140.0,140.0,25,7,15,16,18,0,12.563492063492063,Single,Other,Design and Creativity,1,03,02,02,Administrative Staff,Administrative Staff,0,1,1,0
Dropout,1450,1,132.0,127.8,18,0,11,12,19,0,12.083333333333332,Single,General Continent,Agriculture and Environtment,1,02,04,02,Administrative Staff,Professionals and Specialists,0,1,1,0
Graduate,1451,1,148.0,131.6,19,12,23,24,38,2,12.153846153846153,Single,General Continent,Agriculture and Environtment,1,02,02,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Dropout,1452,1,132.0,119.4,20,0,0,0,0,0,0.0,Single,General Continent,Design and Creativity,1,02,02,02,Administrative Staff,Professionals and Specialists,0,1,1,0
Graduate,1453,2,126.0,129.9,20,3,12,13,15,0,11.583333333333332,Single,General Continent,Social Services and Management,1,02,02,01,Service Workers and Sellers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,1
Enrolled,1454,1,121.0,114.0,20,0,8,10,16,2,11.925,Single,General Continent,Technology and Engineering,1,02,03,02,Professionals and Specialists,Intermediate Level Technicians and Professions,0,1,1,0
Dropout,1455,2,120.0,113.4,19,0,0,10,10,0,0.0,Single,General Continent,Social Services and Management,1,02,02,01,Administrative Staff,Unskilled Workers,0,1,1,1
Enrolled,1456,1,123.0,117.8,20,0,9,10,18,0,12.5,Single,General Continent,Social Services and Management,1,02,02,02,Administrative Staff,Service Workers and Sellers,0,1,1,0
Enrolled,1457,6,122.0,114.3,18,0,12,15,20,1,13.009166666666667,Single,General Continent,Health and Care,1,02,02,02,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Enrolled,1458,1,136.0,129.7,19,0,5,12,22,3,11.25,Single,General Continent,Social Services and Management,1,02,04,01,Intermediate Level Technicians and Professions,Agricultural and Forestry Workers,0,1,1,0
Dropout,1459,1,119.0,112.0,20,0,0,10,5,0,0.0,Single,General Continent,Social Services and Management,1,02,01,01,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,0,1,0
Dropout,1460,1,120.0,140.0,24,0,8,12,31,0,11.5,Single,Other,Social Services and Management,1,02,01,01,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Graduate,1461,1,150.0,150.0,20,0,11,12,19,0,12.57857142857143,Single,Other,Agriculture and Environtment,1,03,01,01,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,1,0
Enrolled,1462,3,121.0,122.4,19,0,7,10,12,0,11.833333333333332,Single,General Continent,Social Services and Management,1,02,03,02,Professionals and Specialists,Installation and Machine Operators and Assembly Workers,0,1,1,0
Dropout,1463,1,140.0,150.0,23,0,3,10,18,0,11.5,Single,Transfer and Change,Technology and Engineering,1,02,02,02,Administrative Staff,Administrative Staff,0,1,1,0
Enrolled,1464,2,135.0,135.0,20,0,11,12,17,0,11.116666666666667,Single,General Continent,Agriculture and Environtment,1,02,02,02,Administrative Staff,Intermediate Level Technicians and Professions,0,1,1,0
Graduate,1465,4,116.0,116.2,21,12,19,22,28,0,12.602272727272728,Single,Transfer and Change,Social Services and Management,0,02,00,00,Students,Students,0,1,1,0
Dropout,1466,2,120.0,120.4,20,0,3,10,12,0,5.5,Single,General Continent,Technology and Engineering,1,02,02,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Enrolled,1467,5,126.0,122.9,21,0,8,10,17,2,13.725,In Relationship,General Continent,Technology and Engineering,1,02,01,01,Administrative Staff,Administrative Staff,0,1,1,0
Graduate,1468,1,170.0,155.0,18,0,12,12,12,0,14.833333333333332,Single,General Continent,Social Services and Management,1,02,02,02,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,1
Graduate,1469,3,123.0,123.4,18,0,12,12,14,0,13.0,Single,General Continent,Agriculture and Environtment,1,02,02,02,Administrative Staff,Intermediate Level Technicians and Professions,0,1,1,0
Enrolled,1470,1,120.0,124.2,18,0,9,10,22,0,11.7,Single,General Continent,Social Services and Management,1,02,03,01,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Enrolled,1471,1,130.0,130.0,20,0,9,12,23,0,11.55,Single,Other,Agriculture and Environtment,1,03,03,03,"Skilled Workers in Industry, Construction, and Craftsmen",Professionals and Specialists,0,1,1,0
Graduate,1472,1,130.0,126.2,18,0,12,12,15,0,11.80952380952381,Single,General Continent,Social Services and Management,1,02,02,01,Administrative Staff,Unskilled Workers,0,1,1,1
Dropout,1473,1,117.0,120.5,19,0,0,12,12,1,0.0,Single,General Continent,Social Services and Management,1,02,01,01,Students,Administrative Staff,0,1,1,0
Enrolled,1474,1,131.0,123.7,20,0,6,10,15,0,12.25,Single,General Continent,Technology and Engineering,1,02,02,03,Unskilled Workers,Armed Forces Professions,0,1,1,0
Graduate,1475,1,130.0,122.5,19,0,9,10,20,1,12.3,Single,General Continent,Agriculture and Environtment,1,02,02,01,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Dropout,1476,1,133.0,139.2,33,0,4,10,20,1,12.0,Single,Other,Social Services and Management,0,02,01,01,Unskilled Workers,Service Workers and Sellers,1,1,1,0
Graduate,1477,1,128.0,131.2,21,10,23,23,28,0,13.333333333333332,Single,Transfer and Change,Design and Creativity,1,02,04,02,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,0,1,1,0
Dropout,1478,1,133.1,120.0,25,0,2,12,30,3,7.25,In Relationship,Other,Agriculture and Environtment,1,02,02,02,Administrative Staff,Administrative Staff,1,0,1,0
Dropout,1479,1,123.0,116.7,20,0,4,12,18,0,6.6,Single,General Continent,Health and Care,1,02,02,02,Administrative Staff,Unskilled Workers,0,1,1,1
Dropout,1480,1,150.0,150.0,22,5,10,15,25,0,13.483333333333334,Single,Other,Health and Care,1,04,02,02,Unskilled Workers,Administrative Staff,0,1,1,1
Graduate,1481,1,133.1,117.5,39,0,10,12,16,0,11.291666666666668,In Relationship,Other,Social Services and Management,1,01,01,01,Unskilled Workers,Professionals and Specialists,0,1,0,0
Graduate,1482,2,140.0,137.6,21,0,12,12,15,0,14.797619047619047,Single,General Continent,Social Services and Management,1,02,03,02,Professionals and Specialists,Agricultural and Forestry Workers,0,1,1,1
Graduate,1483,1,126.0,124.3,19,0,10,12,15,0,12.283333333333333,Single,General Continent,Agriculture and Environtment,1,02,02,02,Unskilled Workers,Unskilled Workers,0,1,0,1
Graduate,1484,1,133.1,116.0,26,0,12,14,16,0,10.983333333333334,Single,Other,Health and Care,1,01,01,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,1
Graduate,1485,2,121.0,121.4,19,0,9,12,19,0,11.125,Single,General Continent,Social Services and Management,1,02,02,02,Administrative Staff,Intermediate Level Technicians and Professions,0,1,0,1
Graduate,1486,1,140.0,142.8,20,11,18,21,28,0,13.835164835164836,Single,Other,Health and Care,1,04,02,03,Administrative Staff,Professionals and Specialists,0,0,0,1
Enrolled,1487,1,133.1,96.0,25,0,11,12,18,0,11.742857142857144,Single,General Continent,Social Services and Management,1,02,02,01,Administrative Staff,Unskilled Workers,0,1,0,1
Dropout,1488,1,131.0,125.0,24,0,0,12,19,3,0.0,Single,Transfer and Change,Social Services and Management,0,02,02,01,Installation and Machine Operators and Assembly Workers,Service Workers and Sellers,0,1,1,0
Graduate,1489,6,124.0,126.1,20,0,9,10,16,3,13.916666666666668,Single,General Continent,Technology and Engineering,1,02,02,02,Administrative Staff,Students,0,1,1,0
Graduate,1490,1,120.0,155.8,29,0,12,12,16,0,14.805555555555555,In Relationship,Other,Agriculture and Environtment,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Graduate,1491,1,133.1,116.0,20,0,12,12,16,0,11.25,Single,General Continent,Social Services and Management,1,02,02,03,Unskilled Workers,Unskilled Workers,0,1,1,0
Dropout,1492,1,110.0,110.0,20,0,6,12,27,0,10.625,Single,Other,Agriculture and Environtment,1,03,03,05,Professionals and Specialists,Professionals and Specialists,0,1,1,0
Graduate,1493,1,133.1,97.2,24,0,9,12,18,0,12.3,Single,Other,Social Services and Management,1,01,02,02,Service Workers and Sellers,Installation and Machine Operators and Assembly Workers,0,1,1,1
Dropout,1494,1,133.1,100.0,24,0,0,14,28,3,0.0,Single,Other,Health and Care,1,01,02,03,Professionals and Specialists,Professionals and Specialists,1,1,1,0
Graduate,1495,1,140.0,140.0,23,0,10,10,12,0,13.971428571428572,Single,Other,Technology and Engineering,1,03,03,02,Professionals and Specialists,Service Workers and Sellers,0,1,1,0
Graduate,1496,1,130.0,128.0,20,0,15,15,16,0,14.136607142857141,Single,Transfer and Change,Health and Care,1,02,02,01,Service Workers and Sellers,Service Workers and Sellers,0,1,1,0
Graduate,1497,2,110.0,115.3,19,0,11,12,16,0,13.428571428571429,Single,General Continent,Social Services and Management,1,02,02,02,Administrative Staff,Armed Forces Professions,0,1,1,0
Enrolled,1498,1,140.0,150.0,28,0,11,12,22,0,12.166666666666668,In Relationship,Other,Agriculture and Environtment,1,02,01,01,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,1,0
Graduate,1499,1,160.0,160.0,20,0,11,12,18,0,13.022222222222222,Single,Other,Agriculture and Environtment,1,03,02,01,Administrative Staff,Administrative Staff,0,1,1,1
Graduate,1500,1,138.0,133.1,18,0,12,12,13,0,13.928571428571429,Single,General Continent,Design and Creativity,1,02,01,01,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,0,1,1,0
Dropout,1501,1,126.0,119.0,20,0,1,12,10,1,6.0,Single,General Continent,Social Services and Management,1,02,02,02,Other,Other,1,1,1,0
Graduate,1502,1,120.0,156.0,33,0,10,10,11,0,14.016666666666666,In Relationship,Other,Social Services and Management,0,02,01,02,Service Workers and Sellers,Intermediate Level Technicians and Professions,0,1,1,0
Enrolled,1503,1,130.0,163.7,35,0,10,14,20,0,12.09,In Relationship,Other,Health and Care,1,02,01,01,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,0,0
Enrolled,1504,1,130.0,130.0,27,6,14,16,24,0,12.457142857142856,Single,Other,Health and Care,1,03,01,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Dropout,1505,5,122.0,123.1,19,0,6,12,24,0,11.5,Single,General Continent,Social Services and Management,1,02,01,01,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,0,0,0
Enrolled,1506,1,160.0,160.0,31,0,8,10,23,0,10.5,Single,Other,Social Services and Management,0,02,01,02,Unskilled Workers,Unskilled Workers,0,1,0,1
Graduate,1507,1,134.0,136.1,19,0,0,0,0,0,0.0,Single,General Continent,Design and Creativity,1,02,02,01,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Graduate,1508,1,134.0,132.7,22,16,25,25,26,0,13.5,Single,Transfer and Change,Design and Creativity,1,02,02,01,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Dropout,1509,1,140.0,128.2,39,0,0,15,0,0,0.0,Single,Transfer and Change,Health and Care,1,02,02,02,Agricultural and Forestry Workers,Agricultural and Forestry Workers,0,1,0,0
Dropout,1510,1,127.0,126.7,22,0,0,7,1,0,0.0,Single,General Continent,Agriculture and Environtment,1,02,02,02,Administrative Staff,Installation and Machine Operators and Assembly Workers,0,0,1,0
Enrolled,1511,1,133.1,150.0,47,0,8,10,16,0,11.25,In Relationship,Other,Social Services and Management,0,02,01,02,Unskilled Workers,Armed Forces Professions,0,1,1,0
Graduate,1512,1,143.0,156.3,19,0,0,0,0,0,0.0,Single,General Continent,Design and Creativity,1,02,02,01,Service Workers and Sellers,Unskilled Workers,0,1,1,1
Graduate,1513,1,115.0,116.1,19,0,12,12,12,0,13.916666666666668,Single,Spesific Ordinances,Agriculture and Environtment,1,02,03,02,Unskilled Workers,Unskilled Workers,0,1,0,0
Dropout,1514,1,131.0,123.8,19,0,0,15,0,0,0.0,Single,General Continent,Health and Care,1,02,02,01,Unskilled Workers,Unskilled Workers,0,1,0,0
Graduate,1515,1,146.0,153.0,21,30,34,34,36,0,14.13888888888889,Single,General Continent,Design and Creativity,1,02,02,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,1
Dropout,1516,1,140.0,140.0,39,0,0,15,0,0,0.0,Single,Other,Health and Care,1,06,02,02,Administrative Staff,Professionals and Specialists,0,0,0,0
Graduate,1517,1,135.0,131.9,19,10,23,23,24,0,13.583333333333334,Single,General Continent,Design and Creativity,1,02,02,02,Administrative Staff,Professionals and Specialists,0,1,1,0
Enrolled,1518,1,133.0,141.4,20,0,0,0,0,0,0.0,Single,General Continent,Design and Creativity,1,02,01,02,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,1,1
Dropout,1519,1,133.1,140.0,24,0,0,10,10,0,0.0,Single,Other,Social Services and Management,1,01,02,02,Unskilled Workers,Administrative Staff,1,0,1,0
Dropout,1520,1,120.0,115.0,27,0,1,10,14,0,5.0,Single,Other,Social Services and Management,0,02,02,02,Unskilled Workers,Unskilled Workers,0,1,1,0
Graduate,1521,1,133.1,168.0,29,0,10,10,10,0,15.2,In Relationship,Other,Social Services and Management,0,02,01,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Dropout,1522,1,130.0,101.3,20,0,4,12,29,0,6.4,Single,General Continent,Health and Care,1,02,02,02,Unskilled Workers,Administrative Staff,0,1,1,0
Dropout,1523,1,125.0,122.6,21,0,9,10,12,0,11.083333333333332,Single,General Continent,Social Services and Management,1,02,02,02,"Skilled Workers in Industry, Construction, and Craftsmen",Administrative Staff,0,1,1,0
Enrolled,1524,1,134.0,141.7,18,0,0,0,0,0,0.0,Single,General Continent,Design and Creativity,1,02,03,04,Professionals and Specialists,Professionals and Specialists,0,1,1,0
Graduate,1525,1,151.0,132.3,19,0,14,16,18,0,12.828571428571427,Single,General Continent,Health and Care,1,02,02,02,Administrative Staff,Intermediate Level Technicians and Professions,0,1,1,0
Dropout,1526,1,112.0,111.7,19,0,10,12,16,0,12.55,Single,General Continent,Social Services and Management,1,02,02,02,Service Workers and Sellers,Professionals and Specialists,1,0,1,0
Graduate,1527,1,120.0,98.7,28,0,6,10,22,0,11.2,Single,Other,Technology and Engineering,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,1,1
Graduate,1528,1,140.0,140.0,21,0,10,12,16,0,12.375,Single,International,Agriculture and Environtment,1,02,02,02,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,0,0
Dropout,1529,1,140.0,140.0,23,0,14,16,22,0,11.328571428571427,Single,Spesific Ordinances,Health and Care,1,02,03,03,Professionals and Specialists,Unskilled Workers,1,0,0,0
Enrolled,1530,1,133.1,100.7,39,0,5,12,28,3,13.0,In Relationship,Other,Agriculture and Environtment,1,02,02,02,Unskilled Workers,Administrative Staff,0,1,0,0
Graduate,1531,3,143.0,133.8,18,0,12,14,14,0,13.033333333333331,Single,General Continent,Health and Care,1,02,01,02,Unskilled Workers,Service Workers and Sellers,0,1,0,0
Graduate,1532,1,133.1,100.0,59,0,10,12,15,0,11.958333333333332,In Relationship,International,Social Services and Management,1,02,01,01,Unskilled Workers,Agricultural and Forestry Workers,0,1,0,0
Enrolled,1533,1,180.0,180.0,30,0,7,10,16,0,15.35,Single,Other,Technology and Engineering,1,05,05,03,Professionals and Specialists,"Skilled Workers in Industry, Construction, and Craftsmen",1,1,1,0
Graduate,1534,1,136.0,130.8,18,0,10,10,12,1,14.0,Single,General Continent,Health and Care,1,02,02,01,Unskilled Workers,Unskilled Workers,0,1,0,0
Enrolled,1535,1,140.0,140.0,41,5,10,13,19,0,12.375,In Relationship,Other,Social Services and Management,0,03,01,01,Unskilled Workers,Unskilled Workers,0,1,0,0
Dropout,1536,1,130.0,106.2,27,0,0,14,28,0,0.0,Single,Other,Health and Care,1,02,01,02,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,0,0
Graduate,1537,1,141.0,125.6,18,0,12,12,12,0,12.333333333333332,Single,General Continent,Social Services and Management,1,02,01,02,Unskilled Workers,Armed Forces Professions,0,1,0,1
Dropout,1538,5,121.0,117.5,20,0,5,12,28,0,11.833333333333332,Single,General Continent,Basic Education,1,02,01,02,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",1,0,0,0
Dropout,1539,1,120.0,122.5,32,0,0,10,11,0,0.0,In Relationship,Other,Technology and Engineering,1,03,01,01,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,0,0
